TAG	RAZSOC	ENDERECO	COMPL	LOCALIDADE	UF	Full Address	Latitude	Longitude	CEP	U_DESCNAE
00018781000141	JAUPLAST BIRIGUI COMERCIAL E INDUSTRIAL LTDA	MANOEL THEODORO DE SOUZA	59	BIRIGUI	SP	MANOEL THEODORO DE SOUZA 59 BIRIGUI SP 	-212878745	-503358062	16203001	PREPARAÇÃO DE COUROS E FABRICAÇÃO DE ARTEFATOS DE COURO, ARTIGOS PARA VIAGEM E CALÇADOS
00018813000109	LUIS CARLOS MANOEL DA SILVA	CORONEL ANTONIO ABADE	905	LEME	SP	CORONEL ANTONIO ABADE 905 LEME SP 	-221777033	-4.73756E+15	13616308	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00018822000108	SERBRAS COMERCIO E PRESTACAO DE SERVICOS HIDRAULICOS LTDA	BOLIVIA	875	RIBEIRAO PRETO	SP	BOLIVIA 875 RIBEIRAO PRETO SP 	-211467648	-477918541	14075250	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00018852000106	NOVA ATLANPAPER COMERCIO DE MATERIAIS PLASTICOS LTDA	ANTONIO DO ESPIRITO SANTO	126	SAO ROQUE	SP	ANTONIO DO ESPIRITO SANTO 126 SAO ROQUE SP 	-235510567	-4.71376E+15	18130970	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00018909000177	ADLES CONFECCOES E COMERCIO LTDA	MAJOR MARCELINO	284	SAO PAULO	SP	MAJOR MARCELINO 284 SAO PAULO SP 	-23533859	-466082178	03025020	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
00018911000146	COMERCIAL DE COUROS PAULISTA LTDA	QS 5 RUA 311	S/N	BRASILIA	DF	QS 5 RUA 311 S/N BRASILIA DF 	-158593821	-480355781	71964180	COMÉRCIO VAREJISTA
00018916000179	TRANSPOMINAS TRANSPORTADORA E REMOCAO DE RESIDUOS LD	AGUA SANTA	42D	SAO PAULO	SP	AGUA SANTA 42D SAO PAULO SP 	-235552117	-465812754	04476490	SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
00018977000136	M. A. PRADO + CIA LTDA	VISCONDE DO RIO CLARO	121	RIO CLARO	SP	VISCONDE DO RIO CLARO 121 RIO CLARO SP 	-223967668	-475629317	13500270	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00018978000180	IATE CLUBE DE BRASILIA	SCEN TRECHO 02 CONJ 04	SN	BRASILIA	DF	SCEN TRECHO 02 CONJ 04 SN BRASILIA DF 	-158615468	-48001711	70800120	ATIVIDADES ESPORTIVAS E DE RECREAÇÃO E LAZER
00019000000133	JR EMPREENDIMENTOS IMOBILIARIOS LTDA	ENGENHEIRO PORTELA	211	ANAPOLIS	GO	ENGENHEIRO PORTELA 211 ANAPOLIS GO 	-163264209	-489564522	75024100	ATIVIDADES IMOBILIÁRIAS
00019032000139	BLACK HAIR PRODUTOS PARA CABELEIREIROS LTDA	PADRE JOSE DE ANCHIETA	891	SAO PAULO	SP	PADRE JOSE DE ANCHIETA 891 SAO PAULO SP 	-236504079	-467007871	04742001	COMÉRCIO VAREJISTA
00019036000117	SANTA HELENA DO PARAISO MATERIAIS PARA CONSTRUCAO EIRELI	SANTA HELENA	774	GUARULHOS	SP	SANTA HELENA 774 GUARULHOS SP 	-234429718	-464256225	07241270	COMÉRCIO VAREJISTA
00019071000136	ECO ADMINISTRACAO E PARTICIPACOES EIRELI	GUARAREMA	173	SAO PAULO	SP	GUARAREMA 173 SAO PAULO SP 	-236076847	-466261719	04136030	ATIVIDADES DE SERVIÇOS FINANCEIROS
00019128000105	BENEDITO DONIZETI TREVIZANI	FERDINANDO PICHELLI	232	MOGI-GUACU	SP	FERDINANDO PICHELLI 232 MOGI-GUACU SP 	-223463876	-469500152	13845410	COMÉRCIO VAREJISTA
00019143000145	LC RP MADEIREIRA E TRANSPORTADORA EIRELI	MOGIANA	1417	RIBEIRAO PRETO	SP	MOGIANA 1417 RIBEIRAO PRETO SP 	-211462421	-47790533	14075270	COMÉRCIO VAREJISTA
00019162000171	DJB LOGISTICA LTDA	AMADOR BUENO	285	SANTOS	SP	AMADOR BUENO 285 SANTOS SP 	-239367982	-463232361	11013153	TRANSPORTE TERRESTRE
00019209000105	DECAPRI TRANSPORTES LTDA	ANTONIO PATRICIO	100	SAO PAULO	SP	ANTONIO PATRICIO 100 SAO PAULO SP 	-235214042	-466099322	02047060	TRANSPORTE TERRESTRE
00019233000136	AKRON INFORMATICA LTDA	JOSE OSCAR ABREU SAMPAIO	113	SAO PAULO	SP	JOSE OSCAR ABREU SAMPAIO 113 SAO PAULO SP 	-235574768	-465648535	03337020	ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
00019275000177	MQ MOREIRA QUEIROZ COMERCIO E SERVICOS LTDA	GUARANTA	95	COTIA	SP	GUARANTA 95 COTIA SP 	-23607814	-4.68981E+15	06716240	TRANSPORTE TERRESTRE
00019327000105	COOPERJUD - COOPERATIVA HABITACIONAL DOS FUNCIONARIOS E SERVIDORES DO PODER JUDICIARIO DO ESTADO DE	MINAS GERAIS	519	SAO VICENTE	SP	MINAS GERAIS 519 SAO VICENTE SP 	-239533693	-463680069	11380090	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00019345000197	COMERCIO DE MOVEIS NOSSO LAR LTDA	ALBANO LAZIALE	148	SAO PAULO	SP	ALBANO LAZIALE 148 SAO PAULO SP 	-235581005	-465142296	03574040	COMÉRCIO VAREJISTA
00019357000111	TRENDFOODS LP COMERCIO DE ALIMENTOS LTDA	VERBO DIVINO	663	SAO PAULO	SP	VERBO DIVINO 663 SAO PAULO SP 	-236349389	-467023022	04719001	ALIMENTAÇÃO
00019388000172	BWU COMERCIO E ENTRETENIMENTO S.A.	SACADURA CABRAL	102	RIO DE JANEIRO	RJ	SACADURA CABRAL 102 RIO DE JANEIRO RJ 	-228972387	-431842723	20081902	ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS
00019389000117	ICB - INTERNATIONAL COMMERCE DO BRASIL REPRESENTACOES LTDA	DONA CHERUBINA VIANA	669	COTIA	SP	DONA CHERUBINA VIANA 669 COTIA SP 	-23591565	-46842576	06708360	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00019423000153	AJAPEG - MANUTENCAO E REPARACAO DE MAQUINAS - EIRELI	JOAQUIM MOURA DOS SANTOS	386	SUMARE	SP	JOAQUIM MOURA DOS SANTOS 386 SUMARE SP 	-228363615	-471959358	13181570	MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00019431000108	DUTRA CORRENTES LTDA	DR LAURO CORREA DA SILVA	3155	LIMEIRA	SP	DR LAURO CORREA DA SILVA 3155 LIMEIRA SP 	-225871713	-4.74117E+15	13481631	FABRICAÇÃO DE PRODUTOS DIVERSOS
00019484000110	LIESSI TECNOLOGIA EM USINAGEM LTDA	GUARULHOS	3680	GUARULHOS	SP	GUARULHOS 3680 GUARULHOS SP 	-23497819	-46550973	07030001	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
00019491000112	GABRILINA COMERCIO DE EMBALAGENS LTDA	ANGELO DUSI	115	SAO BERNARDO DO CAMPO	SP	ANGELO DUSI 115 SAO BERNARDO DO CAMPO SP 	-237068517	-4.65556E+15	09725270	COMÉRCIO VAREJISTA
00019502000164	TECNICON-COMERCIO E SERVICOS LTDA	LUIZ RODRIGUES PEDRO	303	GUARUJA	SP	LUIZ RODRIGUES PEDRO 303 GUARUJA SP 	-239783873	-462249841	11441320	CONSTRUÇÃO DE EDIFÍCIOS
00019512000108	CONTROALL TECNOLOGIA EM AUTOMACAO LTDA	CASA VERDE	2346	SAO PAULO	SP	CASA VERDE 2346 SAO PAULO SP 	-235048234	-466630091	02520200	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00019517000122	LAMYNA COMERCIO DE FORROS DE PVC LTDA	JOAO ROSSITI	63	RIBEIRAO PRETO	SP	JOAO ROSSITI 63 RIBEIRAO PRETO SP 	-211883931	-478208242	14030030	COMÉRCIO VAREJISTA
00019540000117	EQUIFORMA COMERCIO DE MAQUINAS, APARELHOS, EQUIPAMENTOS METALICOS E SUCATAS EIRELI	CARLOS GOMES	625	CORDEIROPOLIS	SP	CARLOS GOMES 625 CORDEIROPOLIS SP 	-224808499	-474609532	13490000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00019564000176	ROMEU ORCIOLI FLORES + CIA LTDA	JOSE MARIA MIRANDA	162	SUMARE	SP	JOSE MARIA MIRANDA 162 SUMARE SP 	-22827768	-472650697	13170001	ALIMENTAÇÃO
00019643000187	DINAMAR - PECAS E SERVICOS MARILIA LTDA	DR THIMO BRUNO BELUCCI	523	MARILIA	SP	DR THIMO BRUNO BELUCCI 523 MARILIA SP 	-221838294	-499633543	17507400	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00019664000100	OSVALDO MIDUOTI	MONSENHOR ALFREDO PEREIRA SAMPAIO	42	SAO PAULO	SP	MONSENHOR ALFREDO PEREIRA SAMPAIO 42 SAO PAULO SP 	-236686585	-466887151	04676010	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00019703000161	VIACAO PLANETA LTDA	QNO 23 AREA ESPECIAL A	SN	BRASILIA	DF	QNO 23 AREA ESPECIAL A SN BRASILIA DF 	-157899229	-481363975	72262300	TRANSPORTE TERRESTRE
00019717000185	CENTER BIRE MODAS LTDA	PRESIDENTE CASTELO BRANCO	269	DIADEMA	SP	PRESIDENTE CASTELO BRANCO 269 DIADEMA SP 	-236870859	-4.66244E+15	09911130	COMÉRCIO VAREJISTA
00019721000143	ALLORA FISIOTERAPIA LTDA	DOMICIANO AREDES	180	DUARTINA	SP	DOMICIANO AREDES 180 DUARTINA SP 	-224160264	-494039314	17470000	ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
00019739000145	SAVON COMERCIO DE MATERIAIS ORTOPEDICOS E EVENTOS LTDA	DOUTOR EDGARD PEREIRA DE SOUZA	145	CAMPINAS	SP	DOUTOR EDGARD PEREIRA DE SOUZA 145 CAMPINAS SP 	-229448029	-471869093	13058520	COMÉRCIO VAREJISTA
00019761000195	NOEDIR JOSUE FERRARA	CARLOS BONFANTI	10	LEME	SP	CARLOS BONFANTI 10 LEME SP 	-22185104	-473812489	13610238	COMÉRCIO VAREJISTA
00019765000173	JOSE M FELIX CALCADOS	HILDEBRANDO DE LIMA	1395	OSASCO	SP	HILDEBRANDO DE LIMA 1395 OSASCO SP 	-23532159	-4.68046E+15	06190160	COMÉRCIO VAREJISTA
00019766000118	BALDO + BALDO CATANDUVA-COMERCIO DE CORREIAS, MANGUEIRAS E FERRAMENTAS LTDA	MINAS GERAIS	355	CATANDUVA	SP	MINAS GERAIS 355 CATANDUVA SP 	-211375799	-489738907	15801280	COMÉRCIO VAREJISTA
00019855000164	SUPERMERCADO POPULAR TANABI LTDA	ENCARNACAO VERSUTI	83	TANABI	SP	ENCARNACAO VERSUTI 83 TANABI SP 	-206286479	-496546435	15170000	COMÉRCIO VAREJISTA
00019922000140	FORMATO PRODUTOS PROMOCIONAIS LTDA	DESEMBARGADOR AGUIAR VALIM	187	SAO PAULO	SP	DESEMBARGADOR AGUIAR VALIM 187 SAO PAULO SP 	-235914983	-466742491	04535100	COMÉRCIO VAREJISTA
00019931000131	HUTI COMERCIO DE GAS E TRANSPORTADORA LTDA	JAIME TORRES	1091	SAO PAULO	SP	JAIME TORRES 1091 SAO PAULO SP 	-235145262	-465033122	03670000	COMÉRCIO VAREJISTA
00020038000126	MULTICIDADES VIAGENS E TURISMO LTDA	JOSE VERSOLATO	111	SAO BERNARDO DO CAMPO	SP	JOSE VERSOLATO 111 SAO BERNARDO DO CAMPO SP 	-236914873	-46549254	09750730	AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS
00020054000119	SUPERMERCADO MONTE CARLO EIRELI	SANTA BARBARA	75	ILHA COMPRIDA	SP	SANTA BARBARA 75 ILHA COMPRIDA SP 	-247499215	-475552378	11925000	COMÉRCIO VAREJISTA
00020059000141	L. M. DESENHOS INDUSTRIAIS LTDA	CHICO DE PAULA	335	SAO PAULO	SP	CHICO DE PAULA 335 SAO PAULO SP 	-234998876	-467011547	02926000	SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS
00020153000109	RUBBERMATS RETENTORES E AUTOMACAO INDUSTRIAL EIRELI	IPANEMA	2700	SOROCABA	SP	IPANEMA 2700 SOROCABA SP 	-23472081	-474893469	18070631	FABRICAÇÃO DE PRODUTOS DE BORRACHA E DE MATERIAL PLÁSTICO
00020174000116	PRIZER TRANSITARIO E DESPACHOS ADUANEIROS LTDA	PAVAO	367	SAO PAULO	SP	PAVAO 367 SAO PAULO SP 	-236037903	-466713283	04516010	ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
00020224000165	J.G DE JESUS CONSULTORIA EM TRANSPORTES	JAIME FORTE	434	SUZANO	SP	JAIME FORTE 434 SUZANO SP 	-235355519	-463170782	08673180	ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
00020281000144	CASA SONIA MATERIAIS PARA CONSTRUCAO LTDA	MARTIN LUTHER KING JUNIOR	174	SAO BERNARDO DO CAMPO	SP	MARTIN LUTHER KING JUNIOR 174 SAO BERNARDO DO CAMPO SP 	-236911793	-46571479	09890060	COMÉRCIO VAREJISTA
00020298000100	PLANO DIGITAL COMUNICACAO LTDA	SRTV/SUL, QUADRA 701, BLOCO O	110	BRASILIA	DF	SRTV/SUL, QUADRA 701, BLOCO O 110 BRASILIA DF 	-15797313	-47894731	70340000	ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
00020375000113	SIMPLES ASSIM COMERCIO E LOCACAO DE EQUIPAMENTOS DE INFORMATICA LTDA	MARTINS	429	SAO BERNARDO DO CAMPO	SP	MARTINS 429 SAO BERNARDO DO CAMPO SP 	-236670649	-465921368	09772040	ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS
00020484000130	ALIANCA INDUSTRIA, COMERCIO DE TINTAS E PINTURA LTDA	BENTO DO AMARAL GURGEL	1.568	JUNDIAI	SP	BENTO DO AMARAL GURGEL 1.568 JUNDIAI SP 	-231928322	-468539901	13219070	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
00020534000180	RODOVIARIO GARCIA DE PIRANGI LTDA	BENJAMIN CONSTANT	2107	PIRANGI	SP	BENJAMIN CONSTANT 2107 PIRANGI SP 	-211015211	-486640873	15820000	TRANSPORTE TERRESTRE
00020540000137	MELPAPER LTDA.	TITO	479	SAO PAULO	SP	TITO 479 SAO PAULO SP 	-23528385	-4.66966E+15	05051000	ATIVIDADES DE SERVIÇOS FINANCEIROS
00020575000176	MILIORINI + ORTIS LTDA	BRASIL	229	TARUMA	SP	BRASIL 229 TARUMA SP 	-22749682	-505792963	19820000	COMÉRCIO VAREJISTA
00020601000166	JOSE ALEXANDRE FAVERI	ARAUCARIA	376	LIMEIRA	SP	ARAUCARIA 376 LIMEIRA SP 	-225838264	-474097695	13480970	FABRICAÇÃO DE PRODUTOS DIVERSOS
00020606000199	SECOL-MATERIAIS PARA CONSTRUCAO LTDA	LITERIO GRECCO	1133	FERNANDOPOLIS	SP	LITERIO GRECCO 1133 FERNANDOPOLIS SP 	-20271633	-50252864	15600000	COMÉRCIO VAREJISTA
00020621000137	PLANETA AZUL INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO DE ESPECIALIDADES QUIMICAS LTDA	LEME DA SILVA	63	SAO PAULO	SP	LEME DA SILVA 63 SAO PAULO SP 	-235589633	-465904947	03182030	FABRICAÇÃO DE PRODUTOS QUÍMICOS
00020622000181	MERCEARIA NOGUEIRA DE BRAGANCA PAULISTA LTDA	ALONSO CINTRA AMARAL	11	BRAGANCA PAULISTA	SP	ALONSO CINTRA AMARAL 11 BRAGANCA PAULISTA SP 	-229376987	-465392989	12908530	ALIMENTAÇÃO
00020640000163	ADESPOINT COMERCIO DE PAPEIS EIRELI	ITAQUERI	213	SAO PAULO	SP	ITAQUERI 213 SAO PAULO SP 	-235504864	-465829069	03178000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00020648000120	PRODIGO FILMS LTDA	CERRO CORA	408	SAO PAULO	SP	CERRO CORA 408 SAO PAULO SP 	-235407239	-46701097	05061000	"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO
00020653000132	MULLYS SCREEN COMERCIO DE SILK SCREEN LTDA	LOURENCO FRANCO	325	SAO PAULO	SP	LOURENCO FRANCO 325 SAO PAULO SP 	-236090941	-4.65248E+15	03258000	COMÉRCIO VAREJISTA
00020657000110	EDITORA DA TRIBO LTDA	DA MATINHA	3520	SAO JOSE DO RIO PRETO	SP	DA MATINHA 3520 SAO JOSE DO RIO PRETO SP 	-208563558	-494281605	15091450	EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO
00020660000134	PASCON + OCCIK LTDA	RIO CLARO/IPEUNA	10	RIO CLARO	SP	RIO CLARO/IPEUNA 10 RIO CLARO SP 	-223906153	-475753898	13500000	"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS
00020682000102	TRANSPORTADORA  SIDER  LIMEIRA EIRELI	LUIZ VARGA	2255	LIMEIRA	SP	LUIZ VARGA 2255 LIMEIRA SP 	-225678406	-473805044	13486605	TRANSPORTE TERRESTRE
00020686000182	G.D.S. MULOTO COMERCIO E INDUSTRIA LTDA	PADRE SEGUNDO QUESSADA	235	BOTUCATU	SP	PADRE SEGUNDO QUESSADA 235 BOTUCATU SP 	-22868681	-484815897	18608849	COMÉRCIO VAREJISTA
00020707000160	COMERCIAL FERRAGENS SAO RAFAEL LTDA	BARONESA DE MURITIBA	836	SAO PAULO	SP	BARONESA DE MURITIBA 836 SAO PAULO SP 	-236303693	-4.64701E+15	08311080	COMÉRCIO VAREJISTA
00020725000141	BATIKI COMERCIO IMPORTACAO E EXPORTACAO LTDA	LAUDICERIO MENDES DE OLIVEIRA	750	JACI	SP	LAUDICERIO MENDES DE OLIVEIRA 750 JACI SP 	-208924001	-495685827	15155000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00020762000150	SCHOTT GASES LTDA	DO BONSUCESSO	6360	ITAQUAQUECETUBA	SP	DO BONSUCESSO 6360 ITAQUAQUECETUBA SP 	-234502482	-463800408	08579000	COMÉRCIO VAREJISTA
00020775000129	COOPERATIVA HABITACIONAL NOSSO LAR DA BAIXADA SANTISTA	ANTONIO EMMERICK	693	SAO VICENTE	SP	ANTONIO EMMERICK 693 SAO VICENTE SP 	-239601617	-463771007	11370001	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00020777000118	CESVI-BRASIL CENTRO DE EXPERIMENTACAO E SEGURANCA VIARIA LTDA	AMADOR AGUIAR	700	SAO PAULO	SP	AMADOR AGUIAR 700 SAO PAULO SP 	-23442006	-46729583	02998020	SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS
00020778000162	FRISON CONVENIENCE SERVICOS AUTOMOTIVOS LTDA	SANTA JUSTINA	114	SAO PAULO	SP	SANTA JUSTINA 114 SAO PAULO SP 	-235943959	-466743819	04545040	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00020783000175	W ESTEVES INDUSTRIA E COMERCIO DE ARTEFATOS DE ARAME LIMITADA	CONDE DE FRONTIM	2164	SAO PAULO	SP	CONDE DE FRONTIM 2164 SAO PAULO SP 	-235329786	-465364792	03501000	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
00020788000106	MADER - COMERCIAL E IMPORTADORA QUIMICA E FARMACEUTICA LTDA	URUGUAI	85	CAPIVARI	SP	URUGUAI 85 CAPIVARI SP 	-229884899	-475109051	13360000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00020846000193	AVANT NEGOCIOS IMOBILIARIOS LTDA.	GISELE CONSTANTINO 1850	1850	VOTORANTIM	SP	GISELE CONSTANTINO 1850 1850 VOTORANTIM SP 	-235360247	-474644396	18110902	ATIVIDADES DE SERVIÇOS FINANCEIROS
00020980000194	BSE SISTEMAS ELETRONICOS LTDA	PEDRO PROCOPIO	88	SANTANA DE PARNAIBA	SP	PEDRO PROCOPIO 88 SANTANA DE PARNAIBA SP 	-234461571	-4691784	06501130	ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
00021039000195	S. M. WATANABE + FILHOS LTDA	JOSE MARTINEZ MOLINA	123	PIRAPOZINHO	SP	JOSE MARTINEZ MOLINA 123 PIRAPOZINHO SP 	-222711136	-515011887	19200000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
