TAG	RAZSOC	ENDERECO	COMPL	LOCALIDADE	UF	Full Address	Latitude	Longitude	CEP	U_DESCNAE
00013306000182	J. J. AUGE TOP TOPOGRAFIA E AGRIMENSURA LTDA	CLEMENTE ANGELO DOS SANTOS	62	UBATUBA	SP	CLEMENTE ANGELO DOS SANTOS 62 UBATUBA SP 	-234275118	-451083005	11680000	"SERVIÇOS DE ARQUITETURA E ENGENHARIA
00013314000129	CIMENTO VENCEMOS DO AMAZONAS LTDA	DESEMBARGADOR CESAR DO REGO	02	MANAUS	AM	DESEMBARGADOR CESAR DO REGO 02 MANAUS AM 	-31199257	-599224603	69008445	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00013384000187	PRIMEIRA LINHA ACESSORIOS PARA BANHEIROS LTDA	PORTUGAL	1455	SANTO ANDRE	SP	PORTUGAL 1455 SANTO ANDRE SP 	-236677934	-465361632	09041321	COMÉRCIO VAREJISTA
00013434000126	HIDRO METALURGICA VEDA LTDA	JOSE PONCE DE AZEVEDO	605	SAO JOSE DO RIO PRETO	SP	JOSE PONCE DE AZEVEDO 605 SAO JOSE DO RIO PRETO SP 	-208268153	-494232047	15092603	FABRICAÇÃO DE VEÍCULOS AUTOMOTORES, REBOQUES E CARROCERIAS
00013462000143	SOFTSYS INFORMATICA E SEGURANCA ELETRONICA - EIRELI	SAVA	143	SAO PAULO	SP	SAVA 143 SAO PAULO SP 	-236076723	-466022393	04283020	COMÉRCIO VAREJISTA
00013509000179	SUPERECONOMICO SUPERMERCADO LTDA	SANTOS DUMONT	375	MONTE APRAZIVEL	SP	SANTOS DUMONT 375 MONTE APRAZIVEL SP 	-207635842	-497077866	15150000	COMÉRCIO VAREJISTA
00013520000139	IZABEL CRISTINA DA COSTA PIPPA	DR. CARLOS GUIMARAES	340	CAMPINAS	SP	DR. CARLOS GUIMARAES 340 CAMPINAS SP 	-228903172	-470543298	13024200	COMÉRCIO VAREJISTA
00013529000140	DANIEL LUIZ ROCHA BOZZONI	CARLOS TOSIN	890	MARILIA	SP	CARLOS TOSIN 890 MARILIA SP 	-22159919	-4995614	17512120	FABRICAÇÃO DE PRODUTOS DIVERSOS
00013573000150	BRAGO COMERCIO REPRESENTACOES DE PRODUTOS QUIMICOS LTDA	SHIS - QI 07 - CONJUNTO 02 - CASA 05	S/N	BRASILIA	DF	SHIS - QI 07 - CONJUNTO 02 - CASA 05 S/N BRASILIA DF 	-158402699	-478840961	71515020	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00013574000102	LUMA INDUSTRIA E COMERCIO DE PECAS E SERVICOS LTDA	MANOEL DE ABREU	2831	ARARAQUARA	SP	MANOEL DE ABREU 2831 ARARAQUARA SP 	-217585877	-481412941	14806500	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00013692000102	LOAMAX IMPORTACAO E EXPORTACAO TEXTIL LTDA	SAO VITO	555	AMERICANA	SP	SAO VITO 555 AMERICANA SP 	-227272739	-473086405	13473160	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00013693000157	CARBONERO + CUSTODIO LTDA	AMELIA BUZETTO DE OLIVEIRA	175	HORTOLANDIA	SP	AMELIA BUZETTO DE OLIVEIRA 175 HORTOLANDIA SP 	-22895448	-47255567	13188261	CAPTAÇÃO, TRATAMENTO E DISTRIBUIÇÃO DE ÁGUA
00013698000180	TRIPS PASSAGENS E TURISMO LTDA	SHS QUADRA 01, CONJUNTO A, BLOCO A, LOJAS 57 E 58	S/N	BRASILIA	DF	SHS QUADRA 01, CONJUNTO A, BLOCO A, LOJAS 57 E 58 S/N BRASILIA DF 	-15826691	-4.79218E+15	70322900	AGÊNCIAS DE VIAGENS, OPERADORES TURÍSTICOS E SERVIÇOS DE RESERVAS
00013824000104	AB-TECH TECNOLOGIA E AUTOMACAO LTDA - EM RECUPERACAO JUDICIAL	MARIA CANDIDA DE OLIVEIRA	281	DIADEMA	SP	MARIA CANDIDA DE OLIVEIRA 281 DIADEMA SP 	-236958479	-465915262	09961000	FABRICAÇÃO DE EQUIPAMENTOS DE INFORMÁTICA, PRODUTOS ELETRÔNICOS E ÓPTICOS
00013888000105	CENTELHA ELETRICA COMERCIAL LTDA	SHC SUL COM RES QUADRA 512 BL A N. 21  W3 N. 22  W2 LOJA	23	BRASILIA	DF	SHC SUL COM RES QUADRA 512 BL A N. 21  W3 N. 22  W2 LOJA 23 BRASILIA DF 	-158029797	-4.78962E+15	70361515	COMÉRCIO VAREJISTA
00013940000115	COMERCIAL RESIDENCIAL GAS LL LTDA	MARIO DE ANDRADE	31	SAO BERNARDO DO CAMPO	SP	MARIO DE ANDRADE 31 SAO BERNARDO DO CAMPO SP 	-237205905	-4.65392E+15	09780010	COMÉRCIO VAREJISTA
00013956000128	MOACYR ASSESSORIA TELEFONICA, REPRESENTACOES E COMERCIO LTDA	BARAO DO AMAZONAS	1233	RIBEIRAO PRETO	SP	BARAO DO AMAZONAS 1233 RIBEIRAO PRETO SP 	-211825178	-478124404	14010120	COMÉRCIO VAREJISTA
00014015000109	ONDA IMP.EXP.E COM. DE ARTIGOS DA FAUNA E FLORA LTDA	DOUTOR RUBENS MEIRELES	307	SAO PAULO	SP	DOUTOR RUBENS MEIRELES 307 SAO PAULO SP 	-235188181	-466656878	01141000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00014038000113	PAES E DOCES PORTO SEGURO LTDA	ADA NEGRI	285	SAO PAULO	SP	ADA NEGRI 285 SAO PAULO SP 	-236493115	-467124137	04755000	COMÉRCIO VAREJISTA
00014055000150	ELITE PRODUTOS CERAMICOS LTDA	DOUTOR JOSE ANTONIO MIZIARA	671	JABOTICABAL	SP	DOUTOR JOSE ANTONIO MIZIARA 671 JABOTICABAL SP 	-212494911	-4.83499E+15	14874002	FABRICAÇÃO DE PRODUTOS DE MINERAIS NÃO-METÁLICOS
00014061000108	ESFERAS SOFTWARE DESENVOLVIMENTO CONSULTORIA E SERVICOS LTDA	GOMES DE CARVALHO	892	SAO PAULO	SP	GOMES DE CARVALHO 892 SAO PAULO SP 	-235983128	-466820973	04547003	ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
00014113000146	ROMILDO APARECIDO SPATTI ARARAS	MARANHAO	488	ARARAS	SP	MARANHAO 488 ARARAS SP 	-223750232	-473906484	13601347	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00014150000154	TK PLASTICOS INDUSTRIAS EIRELI	JOSE MEDEIROS E ALBUQUERQUE	371	SAO BERNARDO DO CAMPO	SP	JOSE MEDEIROS E ALBUQUERQUE 371 SAO BERNARDO DO CAMPO SP 	-236586365	-4.65996E+15	09662030	COMÉRCIO VAREJISTA
00014161000134	SUNUNGA PART.EMPREEND.CONSTRUCOES E COMERCIO LTDA	ADHEMAR DE BARROS	1.177	SAO JOSE DOS CAMPOS	SP	ADHEMAR DE BARROS 1.177 SAO JOSE DOS CAMPOS SP 	-232010009	-458924521	12245010	CONSTRUÇÃO DE EDIFÍCIOS
00014174000103	JOANA D:ARC JACINTHO	AUGUSTO SASDELLI	396	BARRETOS	SP	AUGUSTO SASDELLI 396 BARRETOS SP 	-205291394	-485596885	14781208	ALIMENTAÇÃO
00014199000107	J.D.M. INDUSTRIA E COMERCIO DE CONFECCOES LTDA	IRINEU AZONE DE LIMA	25-A	PIRATININGA	SP	IRINEU AZONE DE LIMA 25-A PIRATININGA SP 	-224170396	-491376454	17490000	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
00014240000145	PEDRO DONIZETI VICENTE	POMPILIO BONINI	95	PRESIDENTE BERNARDES	SP	POMPILIO BONINI 95 PRESIDENTE BERNARDES SP 	-219985953	-5.15631E+15	19300000	SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
00014241000190	MOTTA + CIA EIRELI	SHC/SUL CL QD. 308, BLOCO C, LOJA 20	SN	BRASILIA	DF	SHC/SUL CL QD. 308, BLOCO C, LOJA 20 SN BRASILIA DF 	-158271753	-479101552	70355530	COMÉRCIO VAREJISTA
00014289000106	RODO WAY TRANSPORTES LTDA	VALTER ZACHARIAS	95	COSMOPOLIS	SP	VALTER ZACHARIAS 95 COSMOPOLIS SP 	-226439437	-471777841	13150000	TRANSPORTE TERRESTRE
00014418000158	L C BARBOSA RIBEIRAO PRETO	GOIAS	490	RIBEIRAO PRETO	SP	GOIAS 490 RIBEIRAO PRETO SP 	-211622134	-478094206	14080260	TRANSPORTE TERRESTRE
00014425000150	GRC INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRO-ELETRONICOS LTDA	ANTONIO RAYMUNDO DE OLIVEIRA	135	JUNDIAI	SP	ANTONIO RAYMUNDO DE OLIVEIRA 135 JUNDIAI SP 	-231523123	-468738654	13216645	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00014429000138	TECNOQUIMA ASSESSORIA E REPRESENTACOES LTDA	SAO BENEDITO	509	SAO PAULO	SP	SAO BENEDITO 509 SAO PAULO SP 	-236485724	-467016822	04735000	OUTRAS ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS
00014449000109	NAME ADMINISTRACAO DE IMOVEIS LTDA	SCLN 306 BLOCO D NUMERO 80 SALA 103	S/N	BRASILIA	DF	SCLN 306 BLOCO D NUMERO 80 SALA 103 S/N BRASILIA DF 	-157684149	-478872424	70745500	ATIVIDADES IMOBILIÁRIAS
00014479000115	PIETRA COMERCIO DE PLASTICOS LTDA	ITAPIRUCU	375	SAO PAULO	SP	ITAPIRUCU 375 SAO PAULO SP 	-235358707	-466679035	03672020	COMÉRCIO VAREJISTA
00014483000183	CLAUDELICE REIS DA SILVA ARACATUBA	ANTONIO GOMES DO AMARAL	1101	ARACATUBA	SP	ANTONIO GOMES DO AMARAL 1101 ARACATUBA SP 	-21198724	-504352149	16050430	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
00014522000142	WYDET INDUSTRIA E COMERCIO DE COSMETICOS LTDA	14	SN	APARECIDA DE GOIANIA	GO	14 SN APARECIDA DE GOIANIA GO 	-16794447	-49261335	74985220	FABRICAÇÃO DE PRODUTOS QUÍMICOS
00014757000134	COMERCIAL 3A LTDA	CAP JOSE A DE OLIVEIRA	340	ADAMANTINA	SP	CAP JOSE A DE OLIVEIRA 340 ADAMANTINA SP 	-216892267	-510743061	17800000	COMÉRCIO VAREJISTA
00014776000160	TRINIVOLT COMERCIAL E INSTALADORA ELETRICA EIRELI	RAFAEL D. SANTORO	97	SAO PAULO	SP	RAFAEL D. SANTORO 97 SAO PAULO SP 	-234714254	-465735497	02228030	SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
00014777000105	RESULT DESPACHOS ADUANEIROS LTDA	ALFREDO MARIO PIZZOTI	97	SAO PAULO	SP	ALFREDO MARIO PIZZOTI 97 SAO PAULO SP 	-235197413	-466052792	02060040	ARMAZENAMENTO E ATIVIDADES AUXILIARES DOS TRANSPORTES
00014836000145	MECANICA INDUSTRIAL ARARAS LTDA	PEDRO FERES	310	ARARAS	SP	PEDRO FERES 310 ARARAS SP 	-22355884	-474015522	13603012	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
00014844000191	REMATIC RECIC.DE MAT.TERMOPLASTICOS IND.E COM.LTDA	VEREADOR JOSE ANTONIO NICOLA ARGENTIERI	270	LOUVEIRA	SP	VEREADOR JOSE ANTONIO NICOLA ARGENTIERI 270 LOUVEIRA SP 	-230787209	-469440704	13290000	"COLETA, TRATAMENTO E DISPOSIÇÃO DE RESÍDUOS
00014848000170	GUANCAN COMERCIAL EXPORTADORA LTDA	ENGENHEIRO LUIS CARLOS BERRINI	1645	SAO PAULO	SP	ENGENHEIRO LUIS CARLOS BERRINI 1645 SAO PAULO SP 	-236111596	-466945657	04571070	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00014897000102	AUTO SETE COMERCIO DE VEICULOS USADOS LTDA	PROFESSOR TOLEDO	488	SOROCABA	SP	PROFESSOR TOLEDO 488 SOROCABA SP 	-23498939	-4.74643E+15	18035110	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00014922000158	UNIODONTO DE AVARE - COOPERATIVA ODONTOLOGICA	DISTRITO FEDERAL	1001	AVARE	SP	DISTRITO FEDERAL 1001 AVARE SP 	-231018842	-489276135	18700160	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE
00014948000104	SLAKER IMPORTACAO EXPORTACAO E REPRESENTACAO LTDA	COMENDADOR ABDO SCHAHIN	30	SAO PAULO	SP	COMENDADOR ABDO SCHAHIN 30 SAO PAULO SP 	-235440549	-4.66321E+15	01023050	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00014972000135	H 8 COMERCIO IMPORTACAO E EXPORTACAO LTDA	RUBIAO JUNIOR	73	SAO PAULO	SP	RUBIAO JUNIOR 73 SAO PAULO SP 	-235590783	-466058172	03110030	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00015003000107	TRANSMACHADO DE TATUI LTDA	NICANOR MARQUES RODRIGUES	37	TATUI	SP	NICANOR MARQUES RODRIGUES 37 TATUI SP 	-233454295	-478631647	18278530	TRANSPORTE TERRESTRE
00015011000145	CLAFER CONSTRUCOES E COMERCIO LTDA	VANDERLEY	776	SAO PAULO	SP	VANDERLEY 776 SAO PAULO SP 	-235403573	-466744488	05011001	CONSTRUÇÃO DE EDIFÍCIOS
00015053000186	MAZZUACO COMERCIO DE PRODUTOS SIDERURGICOS LTDA	BENEDITO JOS DE SOUZA	1251	SANTA BRANCA	SP	BENEDITO JOS DE SOUZA 1251 SANTA BRANCA SP 	-233741661	-458901094	12380000	COMÉRCIO VAREJISTA
00015087000170	AMAZONIA QUIMICA LTDA	ROSALINO MOURO	217	TIETE	SP	ROSALINO MOURO 217 TIETE SP 	-231105849	-477168322	18530000	FABRICAÇÃO DE PRODUTOS QUÍMICOS
00015095000117	QUIMICA AMBIENTAL COMERCIO E REPRESENTACOES LTDA	INACIO DE ALMEIDA ARRUDA	161	SAO PAULO	SP	INACIO DE ALMEIDA ARRUDA 161 SAO PAULO SP 	-23693601	-466954748	04777050	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00015133000131	COMERCIAL SANTA ANGELA EIRELI	VOLUNTARIO OTTO GOMES MARTINS	1514	SERTAOZINHO	SP	VOLUNTARIO OTTO GOMES MARTINS 1514 SERTAOZINHO SP 	-211380161	-479888184	14160730	COMÉRCIO VAREJISTA
00015138000164	AFFER CONFECCOES LTDA	B	57-141	AURIFLAMA	SP	B 57-141 AURIFLAMA SP 	-206831216	-505482944	15350000	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
00015228000155	POLIPAN PAES E DOCES LTDA	CONSELHEIRO CARRAO	2849	SAO PAULO	SP	CONSELHEIRO CARRAO 2849 SAO PAULO SP 	-235499056	-465342637	03402002	COMÉRCIO VAREJISTA
00015251000140	THREE COLOR COMERCIO DE EQUIPAMENTOS ELETRONICOS EIRELI	PRESIDENTE COSTA PINTO	203	SAO PAULO	SP	PRESIDENTE COSTA PINTO 203 SAO PAULO SP 	-23567099	-466081165	03108030	COMÉRCIO VAREJISTA
00015286000189	APUANE COMERCIO E SERVICOS DE EQUIPAMENTOS LTDA	SANTA FRANCISCA	93	SAO PAULO	SP	SANTA FRANCISCA 93 SAO PAULO SP 	-235149916	-467418044	05116090	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00015293000180	GLOBALBRAS SERVICOS GERAIS LTDA	CONDESSA DE VIMIEIROS	750	ITANHAEM	SP	CONDESSA DE VIMIEIROS 750 ITANHAEM SP 	-24182108	-467820525	11740000	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
00015314000168	RODRIGUES VIANA LOGISTICA DE TRANSPORTES LTDA	SARITA	63	SAO PAULO	SP	SARITA 63 SAO PAULO SP 	-23487461	-466812407	02755040	TRANSPORTE TERRESTRE
00015394000151	CADES COMERCIO DE ARTEFATOS DE PLASTICO, PAPEL E METAL  EIRELI	DAS JUNTAS PROVISORIAS	919	SAO PAULO	SP	DAS JUNTAS PROVISORIAS 919 SAO PAULO SP 	-235951	-4.65972E+15	04214050	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00015448000189	JOLUMA USINAGEM DE PRECISAO LTDA	JULIO BARCHESI	4	VALINHOS	SP	JULIO BARCHESI 4 VALINHOS SP 	-230168816	-470220238	13279074	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00015483000106	STILUS - INDUSTRIA E COMERCIO DE BEBIDAS LTDA	BURITIZAL	213	CAMPINAS	SP	BURITIZAL 213 CAMPINAS SP 	-229837041	-471073479	13052454	FABRICAÇÃO DE BEBIDAS
00015531000158	GERATRONIC-INDUSTRIA E COMERCIO DE APARELHOS ELETRONICOS LTDA	PROFESSOR ROBERTO MANGE	405	SAO PAULO	SP	PROFESSOR ROBERTO MANGE 405 SAO PAULO SP 	-236273987	-466253407	04153040	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
00015535000136	EQUIPAOBRA EQUIPAMENTOS RACIONALIZADOS LTDA	AMADEU ROCHA RODRIGUES	125	SOROCABA	SP	AMADEU ROCHA RODRIGUES 125 SOROCABA SP 	-23441538	-47421494	18087120	FABRICAÇÃO DE PRODUTOS DE METAL, EXCETO MÁQUINAS E EQUIPAMENTOS
00015576000122	SUPERMERCADO CAPITELLI EIRELI	DEOLINDA ROSA	385	SERRANA	SP	DEOLINDA ROSA 385 SERRANA SP 	-212029517	-476123086	14150000	COMÉRCIO VAREJISTA
00015585000113	EMBAVALE INDUSTRIA E COMERCIO DE EMBALAGENS LTDA	DOM PEDRO I	1355	TAUBATE	SP	DOM PEDRO I 1355 TAUBATE SP 	-230282898	-455435242	12082000	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
00015636000107	ASSOCIACAO BENEFICENTE E CULTURAL EVANGELICA ABCE	CASTELO BRANCO	2242	GOIANIA	GO	CASTELO BRANCO 2242 GOIANIA GO 	-166767079	-492877915	74530015	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00015677000101	SINDICATO DOS HOSPITAIS E ESTABELECIMENTOS DE SERVICOS DE SAUDE NO ESTADO DE GOIAS	24	202	GOIANIA	GO	24 202 GOIANIA GO 	-166773872	-492511495	74030060	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00015703000193	EMPRESA LIMPADORA SILVINO LTDA	JABOTICABAL	1521	SAO PAULO	SP	JABOTICABAL 1521 SAO PAULO SP 	-235681533	-465749715	03188002	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
00015732000155	GRUPPAR EMPREENDIMENTOS LTDA.	SAO CARLOS DO PINHAL	696	SAO PAULO	SP	SAO CARLOS DO PINHAL 696 SAO PAULO SP 	-235621944	-4.66532E+15	01333000	ATIVIDADES DE SERVIÇOS FINANCEIROS
00015755000160	EDINEIDE DE ANDRADE BARBOSA MARTINS LOPES	BARAO DO TRIUNFO	233	JUNDIAI	SP	BARAO DO TRIUNFO 233 JUNDIAI SP 	-231897916	-468868948	13207770	COMÉRCIO VAREJISTA
00015768000139	GOIANIA CART DE REGISTRO DE IMOVEIS DA 2 CIRCUNSCRICAO	JOAO  DE ABREU	145	GOIANIA	GO	JOAO  DE ABREU 145 GOIANIA GO 	-166893451	-492656483	74120110	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00015796000156	D:LIVROS EDITORA E DISTRIBUIDORA LTDA	IMPERATRIZ LEOPOLDINA	1013	SAO PAULO	SP	IMPERATRIZ LEOPOLDINA 1013 SAO PAULO SP 	-235306696	-467310047	05305012	EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO
00015798000145	OASIS SAO BERNARDO CORRETORA DE SEGUROS LTDA	IMPERATRIZ LEOPOLDINA	454	SAO BERNARDO DO CAMPO	SP	IMPERATRIZ LEOPOLDINA 454 SAO BERNARDO DO CAMPO SP 	-237052521	-465473904	09770272	ATIVIDADES AUXILIARES DOS SERVIÇOS FINANCEIROS, SEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE
00015887000191	GERMATEL TELECOMUNICACOES LTDA	GLORIA DO GOITA	229	SAO PAULO	SP	GLORIA DO GOITA 229 SAO PAULO SP 	-235845544	-465599169	03222010	COMÉRCIO VAREJISTA
00015890000105	ITALVISA MAQUINAS LTDA	ANTONIO ROMANO SCHINCARIOL	S/N	TATUI	SP	ANTONIO ROMANO SCHINCARIOL S/N TATUI SP 	-234077328	-4.79234E+15	18278725	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00015892000102	UNISILK INDUSTRIA E COMERCIO DE BRINDES LTDA	LAURO GOMES	4899	SAO BERNARDO DO CAMPO	SP	LAURO GOMES 4899 SAO BERNARDO DO CAMPO SP 	-236506078	-465667801	09635010	FABRICAÇÃO DE PRODUTOS DIVERSOS
00015955000112	SDI BRASIL INDUSTRIA E COMERCIO LTDA	DR. VIRGILIO DE CARVALHO PINTO	612	SAO PAULO	SP	DR. VIRGILIO DE CARVALHO PINTO 612 SAO PAULO SP 	-23560716	-46685417	05415020	FABRICAÇÃO DE PRODUTOS DIVERSOS
00015972000150	AUTODESK DO BRASIL LTDA	JAMES JOULE	65	SAO PAULO	SP	JAMES JOULE 65 SAO PAULO SP 	-236111804	-466960753	04576080	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00016020000150	ASSOCIACAO CULTURAL CHIU JIN DE ARTES E TERAPIAS ORIENTAIS	ANTONIO DINIZ	115	LIMEIRA	SP	ANTONIO DINIZ 115 LIMEIRA SP 	-225766602	-473929378	13480356	EDUCAÇÃO
00016037000108	SUPERTRAT INDUSTRIA E COMERCIO DE PRODUTOS METALURGICOS LTDA	IRMA ANETA SCHNAPP	314	SANTA BARBARA D:OESTE	SP	IRMA ANETA SCHNAPP 314 SANTA BARBARA D:OESTE SP 	-227677542	-47379328	13457194	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00016068000169	CAD:S-CONSULTORIA DE SISTEMAS LTDA	BARAO DO FLAMENGO	00028	RIO DE JANEIRO	RJ	BARAO DO FLAMENGO 00028 RIO DE JANEIRO RJ 	-22933082	-431759661	22220080	ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
00016094000197	GEOLOGIC COMERCIO E PARTICIPACOES LTDA	CRISCIUMA	1680	SAO PAULO	SP	CRISCIUMA 1680 SAO PAULO SP 	-234780708	-4.6578E+15	02225001	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00016130000112	APM DA EMEIEF PROF. JOSE PAULINO DE ARAUJO VARGAS	ADEMAR DE BARROS	SN	LIMEIRA	SP	ADEMAR DE BARROS SN LIMEIRA SP 	-225742435	-473719865	13480021	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00016133000156	GERBELLI INDUSTRIA E COMERCIO LTDA	DAS ACACIAS	1063	AMERICANA	SP	DAS ACACIAS 1063 AMERICANA SP 	-22756563	-473426522	13468150	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00016152000182	JOSE MESSIAS SPOSITO	JOAO PESSOA	140	NOVA ODESSA	SP	JOAO PESSOA 140 NOVA ODESSA SP 	-227778845	-47292733	13460000	CONSTRUÇÃO DE EDIFÍCIOS
00016176000131	IGREJA BATISTA FILADELFIA DE NOVA ODESSA	ALZIRA DELEGA	14	NOVA ODESSA	SP	ALZIRA DELEGA 14 NOVA ODESSA SP 	-227988748	-472867833	13385414	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00016180000108	PABLOS COMERCIAL TEXTIL LTDA	DOS IMIGRANTES	125	AMERICANA	SP	DOS IMIGRANTES 125 AMERICANA SP 	-227472547	-473597897	13471639	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00016402000184	SOCONTECA SOCIEDADE DE CONTABILIDADE TECNICA LTDA	SHC/S CR QD. 506 BLOCO C	59	BRASILIA	DF	SHC/S CR QD. 506 BLOCO C 59 BRASILIA DF 	-158097042	-479023665	70350535	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00016501000166	SILO PARTICIPACAO E ADMINISTRACAO DE BENS LTDA	03 LOTE 1010	SN	BRASILIA	DF	03 LOTE 1010 SN BRASILIA DF 	-158158991	-477720536	71200030	ATIVIDADES IMOBILIÁRIAS
00016576000147	BASEVI CONSTRUCOES S/A	14 CONJUNTO 04 LOTE	07	BRASILIA	DF	14 CONJUNTO 04 LOTE 07 BRASILIA DF 	-156467135	-478155718	71250150	OBRAS DE INFRA-ESTRUTURA
00016667000182	ARABIA INDUSTRIA E COMERCIO LTDA	SETOR DE CONCESSIONARIAS E LOCADORAS	10	BRASILIA	DF	SETOR DE CONCESSIONARIAS E LOCADORAS 10 BRASILIA DF 	-15871326	-47932606	71608050	ATIVIDADES IMOBILIÁRIAS
00016857000108	LAVANDERIA COPACABANA LTDA	SHCS CL QUADRA	204	BRASILIA	DF	SHCS CL QUADRA 204 BRASILIA DF 	-158202434	-479045093	70234520	OUTRAS ATIVIDADES DE SERVIÇOS PESSOAIS
00016905000150	RANDONPREV FUNDO DE PENSAO	ABRAMO RANDON	770	CAXIAS DO SUL	RS	ABRAMO RANDON 770 CAXIAS DO SUL RS 	-2915494	-5.11743E+15	95055010	SEGUROS, RESSEGUROS, PREVIDÊNCIA COMPLEMENTAR E PLANOS DE SAÚDE
